Наименование полигона,Краткое наименование,Полигон,Номерной знак ТС,Наименование структурного подразделения,Тип закрепления,Выполняемые функции,Должность за кем закреплен ТС,дата путевого листа,"Данные путевых листов, пробег",Дата сигнала телематики,"Данные телематики, пробег",Штрафы,манера вождения
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,0003КЕ43,ДМУ-3,В целевой структуре парка,,,,254,,"341,21",3,"4,9"
,,,,,,,,01.04.2024,"45,00",01.04.2024,"40,00",2,
,,,,,,,,02.04.2024,"61,00",02.04.2024,"61,00",,
,,,,,,,,03.04.2024,"0,00",03.04.2024,"102,00",1,
,,,,,,,,10.04.2024,"1,00",10.04.2024,"1,00",,
,,,,,,,,18.04.2024,"7,00",18.04.2024,"7,21",,
,,,,,,,,26.04.2024,"18,00",26.04.2024,"8,00",,
,,,,,,,,28.04.2024,"86,00",28.04.2024,"86,00",,
,,,,,,,,30.04.2024,"36,00",30.04.2024,"36,00",,
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,3000НО50,ДМУ-4,В целевой структуре парка,,,,233,,"504,23",1,6
,,,,,,,,18.04.2024,"90,00",01.04.2024,"280,00",,
,,,,,,,,27.04.2024,"110,00",18.04.2024,"90,00",,
,,,,,,,,30.04.2024,33,27.04.2024,"100,00",,
,,,,,,,,,,30.04.2024,"34,23",,
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,3007НО50,ДМУ-4,В целевой структуре парка,,,,0,,0,0,0
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,0000КЕ43,ДМУ-3,В целевой структуре парка,,,,280,,0,0,"4,9"
,,,,,,,,05.04.2024,"47,00",,,,
,,,,,,,,18.04.2024,"90,00",,,,
,,,,,,,,27.04.2024,"110,00",,,,
,,,,,,,,30.04.2024,"33,00",,,,
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,М909ЕО197,ДМУ-2,В целевой структуре парка,,,,26,,0,0,"4,8"
,,,,,,,,18.04.2024,"10,00",,,,
,,,,,,,,27.04.2024,"16,00",,,,
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,Х034ЕХ197,ДМУ-4,В целевой структуре парка,,,,193,,1707,3,"5,9"
,,,,,,,,05.04.2024,"47,00",05.04.2024,"47,00",,
,,,,,,,,15.04.2024,"3,00",15.04.2024,"3,00",,
,,,,,,,,20.04.2024,"110,00",20.04.2024,"110,00",,
,,,,,,,,30.04.2024,"33,00",23.04.2024,"567,00",,
,,,,,,,,,,26.04.2024,"947,00",,
,,,,,,,,,,30.04.2024,"33,00",,
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,9376УА43,ДМУ-3,В целевой структуре парка,,,,67,,4363,5,"5,9"
,,,,,,,,,,06.04.2024,"158,00",,
,,,,,,,,,,07.04.2024,"163,00",,
,,,,,,,,,,08.04.2024,"401,00",,
,,,,,,,,,,09.04.2024,"127,00",,
,,,,,,,,,,10.04.2024,"245,00",,
,,,,,,,,,,11.04.2024,"440,00",,
,,,,,,,,,,12.04.2024,"3,00",,
,,,,,,,,,,13.04.2024,"141,00",,
,,,,,,,,,,15.04.2024,"82,00",,
,,,,,,,,,,16.04.2024,"55,00",,
,,,,,,,,,,17.04.2024,"68,00",,
,,,,,,,,,,18.04.2024,"57,00",,
,,,,,,,,,,19.04.2024,"76,00",,
,,,,,,,,,,20.04.2024,"107,00",,
,,,,,,,,,,21.04.2024,"822,00",,
,,,,,,,,,,22.04.2024,"789,00",,
,,,,,,,,,,23.04.2024,"67,00",,
,,,,,,,,,,24.04.2024,"135,00",,
,,,,,,,,,,25.04.2024,"73,00",,
,,,,,,,,,,26.04.2024,"354,00",,
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,3003НО50,ДМУ-4,В целевой структуре парка,,,,61,,"2352,14",0,"5,9"
,,,,,,,,,,01.04.2024,"286,00",,
,,,,,,,,,,11.04.2024,"949,00",,
,,,,,,,,,,12.04.2024,"146,00",,
,,,,,,,,,,15.04.2024,"11,00",,
,,,,,,,,,,18.04.2024,"28,00",,
,,,,,,,,,,19.04.2024,"298,00",,
,,,,,,,,,,20.04.2024,"9,14",,
,,,,,,,,,,23.04.2024,"54,00",,
,,,,,,,,,,24.04.2024,"14,00",,
,,,,,,,,,,25.04.2024,"22,00",,
,,,,,,,,,,26.04.2024,"455,00",,
,,,,,,,,,,27.04.2024,"26,00",,
,,,,,,,,,,28.04.2024,"8,00",,
,,,,,,,,,,30.04.2024,"46,00",,
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,3006НО50,ДМУ-4,В целевой структуре парка,,,,238,,0,0,"5,8"
,,,,,,,,05.04.2024,"47,00",,,,
,,,,,,,,12.04.2024,"90,00",,,,
,,,,,,,,25.04.2024,"68,00",,,,
,,,,,,,,30.04.2024,"33,00",,,,
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,7770НУ50,ДМУ-2,В целевой структуре парка,,,,160,,0,0,"5,4"
,,,,,,,,08.04.2024,"32,00",,,,
,,,,,,,,09.04.2024,"39,00",,,,
,,,,,,,,11.04.2024,"1,00",,,,
,,,,,,,,19.04.2024,"1,00",,,,
,,,,,,,,23.04.2024,"63,00",,,,
,,,,,,,,27.04.2024,"24,00",,,,
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,3000НО50,ДМУ-4,В целевой структуре парка,,,,542,,542,2,"5,3"
,,,,,,,,01.04.2024,125,01.04.2024,125,,
,,,,,,,,05.04.2024,257,05.04.2024,257,,
,,,,,,,,08.04.2024,"32,00",08.04.2024,"32,00",,
,,,,,,,,09.04.2024,"39,00",09.04.2024,"39,00",,
,,,,,,,,11.04.2024,"1,00",11.04.2024,"1,00",,
,,,,,,,,19.04.2024,"1,00",19.04.2024,"1,00",,
,,,,,,,,23.04.2024,"63,00",23.04.2024,"63,00",,
,,,,,,,,27.04.2024,"24,00",27.04.2024,"24,00",,
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,4746КЕ43,ДМУ-3,В целевой структуре парка,,,,0,,452,7,6
,,,,,,,,,,19.04.2024,"389,00",,
,,,,,,,,,,23.04.2024,"63,00",,
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,0014НО50,ДМУ-2,Прочие,,,,12,,622,7,6
,,,,,,,,09.04.2024,"10,00",08.04.2024,"32,00",,
,,,,,,,,11.04.2024,"1,00",09.04.2024,"39,00",,
,,,,,,,,19.04.2024,"1,00",11.04.2024,"1,00",,
,,,,,,,,,,19.04.2024,"1,00",,
,,,,,,,,,,23.04.2024,"63,00",,
,,,,,,,,,,27.04.2024,"24,00",,
,,,,,,,,,,30.04.2024,462,,
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,0015НО50,ДМУ-2,В целевой структуре парка,,,,0,,0,0,0
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,3063НО50,ДМУ-2,Прочие,,,,0,,0,0,0
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,Х031ЕХ197,ДМУ-2,В целевой структуре парка,,,,12,,0,0,"5,9"
,,,,,,,,23.04.2024,"2,00",,,,
,,,,,,,,27.04.2024,"2,00",,,,
,,,,,,,,30.04.2024,8,,,,
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,0990НУ50,ДМУ-2,В целевой структуре парка,,,,0,,0,0,0
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,0991НУ50,ДМУ-2,В целевой структуре парка,,,,207,,207,13,"5,6"
,,,,,,,,11.04.2024,"119,00",11.04.2024,"119,00",,
,,,,,,,,19.04.2024,"1,00",19.04.2024,"1,00",,
,,,,,,,,23.04.2024,"63,00",23.04.2024,"63,00",,
,,,,,,,,27.04.2024,"24,00",27.04.2024,"24,00",,
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,7703НУ50,ДМУ-2,В целевой структуре парка,,,,47,,144,0,"5,8"
,,,,,,,,08.04.2024,"17,00",03.04.2024,"56,00",,
,,,,,,,,09.04.2024,"29,00",11.04.2024,"1,00",,
,,,,,,,,11.04.2024,"1,00",23.04.2024,"63,00",,
,,,,,,,,,,30.04.2024,"24,00",,
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,3074НО50,ДМУ-4,В целевой структуре парка,,,,150,,0,0,"5,9"
,,,,,,,,09.04.2024,"39,00",,,,
,,,,,,,,11.04.2024,"46,00",,,,
,,,,,,,,19.04.2024,"2,00",,,,
,,,,,,,,23.04.2024,"63,00",,,,
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,0990НУ50,ДМУ-2,В целевой структуре парка,,,,0,,0,0,0
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,7774НУ50,ДМУ-3,В целевой структуре парка,,,,528,,618,5,"5,9"
,,,,,,,,01.04.2024,"76,00",01.04.2024,"76,00",,
,,,,,,,,03.04.2024,"29,00",03.04.2024,"29,00",,
,,,,,,,,08.04.2024,"30,00",08.04.2024,"30,00",,
,,,,,,,,10.04.2024,"4,00",10.04.2024,"4,00",,
,,,,,,,,11.04.2024,"15,00",11.04.2024,"15,00",,
,,,,,,,,15.04.2024,"18,00",15.04.2024,"58,00",,
,,,,,,,,16.04.2024,"25,00",16.04.2024,"25,00",,
,,,,,,,,17.04.2024,"17,00",17.04.2024,"17,00",,
,,,,,,,,18.04.2024,"137,00",18.04.2024,"137,00",,
,,,,,,,,19.04.2024,"111,00",19.04.2024,"111,00",,
,,,,,,,,22.04.2024,"47,00",22.04.2024,"97,00",,
,,,,,,,,24.04.2024,"19,00",24.04.2024,"19,00",,
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,3075НО50,ДМУ-4,В целевой структуре парка,,,,508,,0,9,"3,6"
,,,,,,,,01.04.2024,"7,00",,,,
,,,,,,,,03.04.2024,"29,00",,,,
,,,,,,,,08.04.2024,"30,00",,,,
,,,,,,,,10.04.2024,"43,00",,,,
,,,,,,,,11.04.2024,"15,00",,,,
,,,,,,,,15.04.2024,"18,00",,,,
,,,,,,,,16.04.2024,"25,00",,,,
,,,,,,,,17.04.2024,"27,00",,,,
,,,,,,,,18.04.2024,"137,00",,,,
,,,,,,,,19.04.2024,"111,00",,,,
,,,,,,,,22.04.2024,"47,00",,,,
,,,,,,,,24.04.2024,"19,00",,,,
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,3069НО50,ДМУ-2,В целевой структуре парка,,,,179,,0,10,"5,9"
,,,,,,,,11.04.2024,"179,00",,,,
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,0046НО50,ДМУ-3,В целевой структуре парка,,,,0,,0,0,0
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,0070НО50,ДМУ-4,В целевой структуре парка,,,,3,,"39,09",14,"5,9"
,,,,,,,,19.04.2024,"3,00",19.04.2024,"39,09",,
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,3070НО50,ДМУ-4,В целевой структуре парка,,,,11,,635,0,"4,4"
,,,,,,,,03.04.2024,"11,00",01.04.2024,"176,00",,
,,,,,,,,,,03.04.2024,"129,00",,
,,,,,,,,,,08.04.2024,"330,00",,
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,3070НО50,ДМУ-3,В целевой структуре парка,,,,81,,244,13,"5,4"
,,,,,,,,03.04.2024,"56,00",03.04.2024,"56,00",,
,,,,,,,,11.04.2024,"1,00",11.04.2024,"1,00",,
,,,,,,,,30.04.2024,"24,00",23.04.2024,"163,00",,
,,,,,,,,,,30.04.2024,"24,00",,
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,3071НО50,ДМУ-4,В целевой структуре парка,,,,268,,448,14,"4,8"
,,,,,,,,01.04.2024,"6,00",01.04.2024,"6,00",,
,,,,,,,,03.04.2024,"29,00",03.04.2024,"29,00",,
,,,,,,,,08.04.2024,"30,00",08.04.2024,"30,00",,
,,,,,,,,10.04.2024,"4,00",10.04.2024,"4,00",,
,,,,,,,,11.04.2024,"115,00",11.04.2024,"115,00",,
,,,,,,,,17.04.2024,"17,00",15.04.2024,"58,00",,
,,,,,,,,18.04.2024,"37,00",16.04.2024,"25,00",,
,,,,,,,,19.04.2024,"11,00",17.04.2024,"17,00",,
,,,,,,,,24.04.2024,"19,00",18.04.2024,"37,00",,
,,,,,,,,,,19.04.2024,"11,00",,
,,,,,,,,,,22.04.2024,"97,00",,
,,,,,,,,,,24.04.2024,"19,00",,
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,3073НО50,ДМУ-2,В целевой структуре парка,,,,0,,581,15,6
,,,,,,,,,,17.04.2024,"117,00",,
,,,,,,,,,,18.04.2024,"237,00",,
,,,,,,,,,,19.04.2024,"11,00",,
,,,,,,,,,,22.04.2024,"97,00",,
,,,,,,,,,,24.04.2024,"119,00",,
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,Е560ХН150,ДМУ-3,В целевой структуре парка,,,,4508,,4508,10,"4,2"
,,,,,,,,01.04.2024,125,01.04.2024,125,,
,,,,,,,,02.04.2024,146,02.04.2024,146,,
,,,,,,,,03.04.2024,99,03.04.2024,99,,
,,,,,,,,04.04.2024,236,04.04.2024,236,,
,,,,,,,,05.04.2024,159,05.04.2024,159,,
,,,,,,,,06.04.2024,181,06.04.2024,181,,
,,,,,,,,07.04.2024,176,07.04.2024,176,,
,,,,,,,,08.04.2024,284,08.04.2024,284,,
,,,,,,,,09.04.2024,271,09.04.2024,271,,
,,,,,,,,10.04.2024,32,10.04.2024,32,,
,,,,,,,,11.04.2024,69,11.04.2024,69,,
,,,,,,,,12.04.2024,30,12.04.2024,30,,
,,,,,,,,14.04.2024,68,14.04.2024,68,,
,,,,,,,,15.04.2024,25,15.04.2024,25,,
,,,,,,,,16.04.2024,206,16.04.2024,206,,
,,,,,,,,17.04.2024,246,17.04.2024,246,,
,,,,,,,,18.04.2024,936,18.04.2024,936,,
,,,,,,,,19.04.2024,39,19.04.2024,39,,
,,,,,,,,20.04.2024,67,20.04.2024,67,,
,,,,,,,,22.04.2024,48,22.04.2024,48,,
,,,,,,,,23.04.2024,434,23.04.2024,434,,
,,,,,,,,24.04.2024,42,24.04.2024,42,,
,,,,,,,,25.04.2024,18,25.04.2024,18,,
,,,,,,,,26.04.2024,176,26.04.2024,176,,
,,,,,,,,27.04.2024,267,27.04.2024,267,,
,,,,,,,,28.04.2024,103,28.04.2024,103,,
,,,,,,,,29.04.2024,11,29.04.2024,11,,
,,,,,,,,30.04.2024,14,30.04.2024,14,,
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,Е561ХН150,ДМУ-4,В целевой структуре парка,,,,14169,,14169,10,6
,,,,,,,,01.04.2024,"876,00",01.04.2024,"876,00",,
,,,,,,,,02.04.2024,"347,00",02.04.2024,"347,00",,
,,,,,,,,03.04.2024,"279,00",03.04.2024,"279,00",,
,,,,,,,,04.04.2024,"156,00",04.04.2024,"156,00",,
,,,,,,,,05.04.2024,"157,00",05.04.2024,"157,00",,
,,,,,,,,06.04.2024,"364,00",06.04.2024,"364,00",,
,,,,,,,,07.04.2024,"163,00",07.04.2024,"163,00",,
,,,,,,,,08.04.2024,"56,00",08.04.2024,"56,00",,
,,,,,,,,09.04.2024,"138,00",09.04.2024,"138,00",,
,,,,,,,,10.04.2024,"269,00",10.04.2024,"269,00",,
,,,,,,,,11.04.2024,"453,00",11.04.2024,"453,00",,
,,,,,,,,12.04.2024,"939,00",12.04.2024,"939,00",,
,,,,,,,,13.04.2024,"180,00",13.04.2024,"180,00",,
,,,,,,,,15.04.2024,"619,00",15.04.2024,"619,00",,
,,,,,,,,16.04.2024,"912,00",16.04.2024,"912,00",,
,,,,,,,,17.04.2024,"978,00",17.04.2024,"978,00",,
,,,,,,,,18.04.2024,"952,00",18.04.2024,"952,00",,
,,,,,,,,19.04.2024,"781,00",19.04.2024,"781,00",,
,,,,,,,,20.04.2024,"907,14",20.04.2024,"907,14",,
,,,,,,,,21.04.2024,"822,00",21.04.2024,"822,00",,
,,,,,,,,22.04.2024,"873,00",22.04.2024,"873,00",,
,,,,,,,,23.04.2024,"536,00",23.04.2024,"536,00",,
,,,,,,,,24.04.2024,"105,00",24.04.2024,"105,00",,
,,,,,,,,25.04.2024,"463,00",25.04.2024,"463,00",,
,,,,,,,,26.04.2024,"222,86",26.04.2024,"222,86",,
,,,,,,,,27.04.2024,"125,00",27.04.2024,"125,00",,
,,,,,,,,28.04.2024,"719,00",28.04.2024,"719,00",,
,,,,,,,,29.04.2024,"345,00",29.04.2024,"345,00",,
,,,,,,,,30.04.2024,"432,00",30.04.2024,"432,00",,
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,3739МО43,ДМУ-3,В целевой структуре парка,,,,246,,551,3,"3,7"
,,,,,,,,08.04.2024,"30,00",01.04.2024,"76,00",,
,,,,,,,,10.04.2024,"4,00",03.04.2024,"229,00",,
,,,,,,,,11.04.2024,"15,00",08.04.2024,"30,00",,
,,,,,,,,15.04.2024,"18,00",10.04.2024,"4,00",,
,,,,,,,,16.04.2024,"25,00",11.04.2024,"15,00",,
,,,,,,,,17.04.2024,"17,00",15.04.2024,"18,00",,
,,,,,,,,18.04.2024,"137,00",16.04.2024,"25,00",,
,,,,,,,,,,17.04.2024,"17,00",,
,,,,,,,,,,18.04.2024,"137,00",,
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,3004НО50,ДМУ-2,В целевой структуре парка,,,,0,,0,0,0
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,0400МО43,ДМУ-3,В целевой структуре парка,,,,268,,268,9,"5,9"
,,,,,,,,01.04.2024,"6,00",01.04.2024,"6,00",,
,,,,,,,,03.04.2024,"29,00",03.04.2024,"29,00",,
,,,,,,,,08.04.2024,"30,00",08.04.2024,"30,00",,
,,,,,,,,10.04.2024,"4,00",10.04.2024,"4,00",,
,,,,,,,,11.04.2024,"115,00",11.04.2024,"115,00",,
,,,,,,,,17.04.2024,"17,00",17.04.2024,"17,00",,
,,,,,,,,18.04.2024,"37,00",18.04.2024,"37,00",,
,,,,,,,,19.04.2024,"11,00",19.04.2024,"11,00",,
,,,,,,,,24.04.2024,"19,00",24.04.2024,"19,00",,
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,К340СХ150,ДМУ-4,В целевой структуре парка,,,,121,,0,14,"5,2"
,,,,,,,,08.04.2024,"103,00",,,,
,,,,,,,,10.04.2024,"18,00",,,,
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,7010НТ50,ДМУ-2,В целевой структуре парка,,,,180,,0,6,"5,8"
,,,,,,,,11.04.2024,"115,00",,,,
,,,,,,,,17.04.2024,"17,00",,,,
,,,,,,,,18.04.2024,"37,00",,,,
,,,,,,,,19.04.2024,"11,00",,,,
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,0050НО50,ДМУ-3,В целевой структуре парка,,,,171,,0,9,"5,3"
,,,,,,,,03.04.2024,"71,00",,,,
,,,,,,,,08.04.2024,"100,00",,,,
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,7044НО50,ДМУ-2,В целевой структуре парка,,,,0,,0,0,0
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,М719АХ150,ДМУ-3,В целевой структуре парка,,,,1468,,1277,14,"3,2"
,,,,,,,,01.04.2024,"6,00",01.04.2024,"0,00",,
,,,,,,,,03.04.2024,"329,00",03.04.2024,"295,00",,
,,,,,,,,08.04.2024,"30,00",08.04.2024,"30,00",,
,,,,,,,,10.04.2024,"4,00",10.04.2024,"4,00",,
,,,,,,,,11.04.2024,"115,00",11.04.2024,"0,00",,
,,,,,,,,17.04.2024,"917,00",17.04.2024,"892,00",,
,,,,,,,,18.04.2024,"37,00",18.04.2024,"26,00",,
,,,,,,,,19.04.2024,"11,00",19.04.2024,"11,00",,
,,,,,,,,24.04.2024,"19,00",24.04.2024,"19,00",,
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,3009НО50,ДМУ-4,В целевой структуре парка,,,,397,,697,4,6
,,,,,,,,01.04.2024,"76,00",01.04.2024,"176,00",,
,,,,,,,,03.04.2024,"229,00",03.04.2024,"229,00",,
,,,,,,,,08.04.2024,"30,00",08.04.2024,"30,00",,
,,,,,,,,10.04.2024,"4,00",10.04.2024,"4,00",,
,,,,,,,,11.04.2024,"15,00",11.04.2024,"215,00",,
,,,,,,,,15.04.2024,"18,00",15.04.2024,"18,00",,
,,,,,,,,16.04.2024,"25,00",16.04.2024,"25,00",,
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,7076НО50,ДМУ-2,В целевой структуре парка,,,,62,,0,5,"5,4"
,,,,,,,,10.04.2024,"4,00",,,,
,,,,,,,,11.04.2024,"15,00",,,,
,,,,,,,,15.04.2024,"18,00",,,,
,,,,,,,,16.04.2024,"25,00",,,,
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,0044НО50,ДМУ-4,В целевой структуре парка,,,,397,,0,5,"4,9"
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,7079НО50,ДМУ-2,В целевой структуре парка,,,,0,,620,0,6
,,,,,,,,,,01.04.2024,"176,00",,
,,,,,,,,,,03.04.2024,"152,00",,
,,,,,,,,,,08.04.2024,"30,00",,
,,,,,,,,,,10.04.2024,"4,00",,
,,,,,,,,,,11.04.2024,"215,00",,
,,,,,,,,,,15.04.2024,"18,00",,
,,,,,,,,,,16.04.2024,"25,00",,
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,0045НО50,ДМУ-4,В целевой структуре парка,,,,952,,"1313,2",4,"5,6"
,,,,,,,,10.04.2024,"4,00",01.04.2024,"36,20",,
,,,,,,,,11.04.2024,"0,00",03.04.2024,"295,00",,
,,,,,,,,17.04.2024,"892,00",08.04.2024,"30,00",,
,,,,,,,,18.04.2024,"26,00",10.04.2024,"4,00",,
,,,,,,,,19.04.2024,"11,00",11.04.2024,"0,00",,
,,,,,,,,24.04.2024,"19,00",17.04.2024,"892,00",,
,,,,,,,,,,18.04.2024,"26,00",,
,,,,,,,,,,19.04.2024,"11,00",,
,,,,,,,,,,24.04.2024,"19,00",,
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,7000НО50,ДМУ-2,В целевой структуре парка,,,,0,,2976,5,"4,9"
,,,,,,,,,,04.04.2024,"77,00",,
,,,,,,,,,,06.04.2024,"202,00",,
,,,,,,,,,,07.04.2024,"275,00",,
,,,,,,,,,,08.04.2024,"384,00",,
,,,,,,,,,,09.04.2024,"279,00",,
,,,,,,,,,,10.04.2024,"79,00",,
,,,,,,,,,,12.04.2024,"15,00",,
,,,,,,,,,,19.04.2024,"5,00",,
,,,,,,,,,,26.04.2024,"60,00",,
,,,,,,,,,,28.04.2024,"800,00",,
,,,,,,,,,,30.04.2024,"800,00",,
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,3031НО50,ДМУ-3,В целевой структуре парка,,,,258,,520,10,"4,8"
,,,,,,,,11.04.2024,"215,00",01.04.2024,"76,00",,
,,,,,,,,15.04.2024,"18,00",03.04.2024,"152,00",,
,,,,,,,,16.04.2024,"25,00",08.04.2024,"30,00",,
,,,,,,,,,,10.04.2024,"4,00",,
,,,,,,,,,,11.04.2024,"215,00",,
,,,,,,,,,,15.04.2024,"18,00",,
,,,,,,,,,,16.04.2024,"25,00",,
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,0130НН50,ДМУ-4,В целевой структуре парка,,,,102,,0,14,"5,9"
,,,,,,,,03.04.2024,102,,,,
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,4910НН50,ДМУ-4,В целевой структуре парка,,,,0,,793,9,"5,9"
,,,,,,,,,,07.04.2024,"6,00",,
,,,,,,,,,,10.04.2024,"288,00",,
,,,,,,,,,,14.04.2024,"2,00",,
,,,,,,,,,,25.04.2024,"304,00",,
,,,,,,,,,,26.04.2024,"155,00",,
,,,,,,,,,,30.04.2024,"38,00",,
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,6000НР50,ДМУ-2,В целевой структуре парка,,,,477,,1376,8,"5,9"
,,,,,,,,06.04.2024,"202,00",04.04.2024,"77,00",,
,,,,,,,,07.04.2024,"275,00",06.04.2024,"202,00",,
,,,,,,,,,,07.04.2024,"275,00",,
,,,,,,,,,,08.04.2024,"384,00",,
,,,,,,,,,,09.04.2024,"279,00",,
,,,,,,,,,,10.04.2024,"79,00",,
,,,,,,,,,,12.04.2024,"15,00",,
,,,,,,,,,,19.04.2024,"5,00",,
,,,,,,,,,,26.04.2024,"60,00",,
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,4919НН50,ДМУ-2,В целевой структуре парка,,,,0,,"15,06",14,"5,8"
,,,,,,,,,,26.04.2024,"15,06",,
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,7197НР50,ДМУ-2,В целевой структуре парка,,,,0,,1604,3,"3,5"
,,,,,,,,,,01.04.2024,"286,00",,
,,,,,,,,,,11.04.2024,"49,00",,
,,,,,,,,,,12.04.2024,"6,00",,
,,,,,,,,,,15.04.2024,"5,00",,
,,,,,,,,,,18.04.2024,"28,00",,
,,,,,,,,,,19.04.2024,"298,00",,
,,,,,,,,,,20.04.2024,"7,00",,
,,,,,,,,,,23.04.2024,"54,00",,
,,,,,,,,,,24.04.2024,"14,00",,
,,,,,,,,,,25.04.2024,"22,00",,
,,,,,,,,,,26.04.2024,"455,00",,
,,,,,,,,,,27.04.2024,"26,00",,
,,,,,,,,,,28.04.2024,"308,00",,
,,,,,,,,,,30.04.2024,"46,00",,
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,1006НР50,ДМУ-2,В целевой структуре парка,,,,0,,0,0,0
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,0346НР50,ДМУ-2,В целевой структуре парка,,,,88,,0,10,"5,7"
,,,,,,,,19.04.2024,"81,00",,,,
,,,,,,,,20.04.2024,"7,00",,,,
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,0917НТ50,ДМУ-2,В целевой структуре парка,,,,193,,0,14,"5,6"
,,,,,,,,07.04.2024,"6,00",,,,
,,,,,,,,10.04.2024,"88,00",,,,
,,,,,,,,14.04.2024,"2,00",,,,
,,,,,,,,25.04.2024,"4,00",,,,
,,,,,,,,26.04.2024,"55,00",,,,
,,,,,,,,30.04.2024,"38,00",,,,
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,9996НН50,ДМУ-2,В целевой структуре парка,,,,16,,"9,48",4,"5,2"
,,,,,,,,14.04.2024,"13,00",14.04.2024,"9,48",,
,,,,,,,,25.04.2024,"3,00",,,,
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,4065АА50,ДМУ-2,В целевой структуре парка,,,,16,,0,0,"4,5"
,,,,,,,,25.04.2024,"16,00",,,,
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,5030НТ50,ДМУ-2,В целевой структуре парка,,,,165,,203,1,"5,9"
,,,,,,,,07.04.2024,"6,00",07.04.2024,"6,00",,
,,,,,,,,10.04.2024,"88,00",10.04.2024,"88,00",,
,,,,,,,,14.04.2024,"12,00",14.04.2024,"12,00",,
,,,,,,,,25.04.2024,"4,00",25.04.2024,"4,00",,
,,,,,,,,26.04.2024,"55,00",26.04.2024,"55,00",,
,,,,,,,,,,30.04.2024,"38,00",,
ГОРЬКОВСКАЯ ЖД,ЦМ,Горьковская дир,3014НТ50,ДМУ-3,В целевой структуре парка,,,,505,,905,2,"5,9"
